Date,Month,Regions,Commodity,Unit,Priceflag,Pricetype,Currency,Price,Usdprice,Amount Produced,Annual Rainfall,Annual Temperature,Year,County
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.59,0.3777,30488.01,123.78,23.9,2010,Embu
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.59,0.3777,30488.01,123.78,23.9,2010,Kitui
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.59,0.3777,30488.01,123.78,23.9,2010,Machakos
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.59,0.3777,30488.01,123.78,23.9,2010,Makueni
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.54,0.3766,26677.01,111.78,23.8,2010,Marsabit
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.54,0.3766,26677.01,111.78,23.8,2010,Isiolo
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.54,0.3766,26677.01,111.78,23.8,2010,Meru
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.54,0.3766,26677.01,111.78,23.8,2010,Tharaka-Nithi
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.54,0.3766,26677.01,111.78,23.8,2010,Embu
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.54,0.3766,26677.01,111.78,23.8,2010,Kitui
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.54,0.3766,26677.01,111.78,23.8,2010,Machakos
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.54,0.3766,26677.01,111.78,23.8,2010,Makueni
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.68,0.3795,34299.01,98.56,23.7,2010,Marsabit
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.68,0.3795,34299.01,98.56,23.7,2010,Isiolo
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.68,0.3795,34299.01,98.56,23.7,2010,Meru
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.68,0.3795,34299.01,98.56,23.7,2010,Tharaka-Nithi
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.68,0.3795,34299.01,98.56,23.7,2010,Embu
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.68,0.3795,34299.01,98.56,23.7,2010,Kitui
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.68,0.3795,34299.01,98.56,23.7,2010,Machakos
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.68,0.3795,34299.01,98.56,23.7,2010,Makueni
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.84,0.3829,38110.01,85.45,23.6,2010,Marsabit
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.84,0.3829,38110.01,85.45,23.6,2010,Isiolo
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.84,0.3829,38110.01,85.45,23.6,2010,Meru
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.84,0.3829,38110.01,85.45,23.6,2010,Tharaka-Nithi
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.84,0.3829,38110.01,85.45,23.6,2010,Embu
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.84,0.3829,38110.01,85.45,23.6,2010,Kitui
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.84,0.3829,38110.01,85.45,23.6,2010,Machakos
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.84,0.3829,38110.01,85.45,23.6,2010,Makueni
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.75,0.381,38110.01,72.67,23.5,2010,Marsabit
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.75,0.381,38110.01,72.67,23.5,2010,Isiolo
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.75,0.381,38110.01,72.67,23.5,2010,Meru
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.75,0.381,38110.01,72.67,23.5,2010,Tharaka-Nithi
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.75,0.381,38110.01,72.67,23.5,2010,Embu
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.75,0.381,38110.01,72.67,23.5,2010,Kitui
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.75,0.381,38110.01,72.67,23.5,2010,Machakos
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.75,0.381,38110.01,72.67,23.5,2010,Makueni
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.81,0.3822,38110.01,60.78,23.4,2010,Marsabit
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.81,0.3822,38110.01,60.78,23.4,2010,Isiolo
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.81,0.3822,38110.01,60.78,23.4,2010,Meru
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.81,0.3822,38110.01,60.78,23.4,2010,Tharaka-Nithi
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.81,0.3822,38110.01,60.78,23.4,2010,Embu
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.81,0.3822,38110.01,60.78,23.4,2010,Kitui
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.81,0.3822,38110.01,60.78,23.4,2010,Machakos
2010-01-01,1,Eastern,Maize,KG,actual,Retail,KES,18.81,0.3822,38110.01,60.78,23.4,2010,Makueni
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,23.15,0.3492,7275.64,75.3,19.7,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,22.92,0.3459,7275.64,55.2,20.2,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,23.22,0.3504,7275.64,97.4,20.4,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,23.07,0.3481,8314.01,155.5,19.6,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,22.99,0.3469,9354.39,186.3,19.4,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,23.18,0.3496,8314.01,112.2,18.5,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,23.12,0.3487,8314.01,90.1,19.1,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,22.95,0.3463,7275.64,82.6,19.3,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,23.26,0.3511,9354.39,88.5,20.5,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,23.14,0.3491,10393.77,123.4,20.8,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,23.08,0.3483,10393.77,175.6,19.7,2010,Nairobi
2010-01-01,1,Nairobi,Maize,KG,actual,Retail,KES,23.21,0.3502,10393.77,120.5,19.9,2010,Nairobi
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.32,0.3186,12153.15,29.4,32.5,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.32,0.3186,12153.15,29.4,32.5,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.32,0.3186,12153.15,29.4,32.5,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.24,0.317,12153.15,22.7,32.7,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.24,0.317,12153.15,22.7,32.7,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.24,0.317,12153.15,22.7,32.7,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.28,0.3177,12153.15,40.0,32.4,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.28,0.3177,12153.15,40.0,32.4,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.28,0.3177,12153.15,40.0,32.4,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.35,0.319,13889.31,58.9,32.1,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.35,0.319,13889.31,58.9,32.1,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.35,0.319,13889.31,58.9,32.1,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.29,0.3179,15625.48,77.6,32.0,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.29,0.3179,15625.48,77.6,32.0,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.29,0.3179,15625.48,77.6,32.0,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.33,0.3185,13889.31,42.5,32.2,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.33,0.3185,13889.31,42.5,32.2,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.33,0.3185,13889.31,42.5,32.2,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.31,0.3182,13889.31,28.3,32.4,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.31,0.3182,13889.31,28.3,32.4,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.31,0.3182,13889.31,28.3,32.4,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.27,0.3175,12153.15,26.7,32.3,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.27,0.3175,12153.15,26.7,32.3,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.27,0.3175,12153.15,26.7,32.3,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.36,0.3192,15625.48,30.4,32.1,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.36,0.3192,15625.48,30.4,32.1,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.36,0.3192,15625.48,30.4,32.1,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.37,0.3194,17361.64,38.2,32.2,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.37,0.3194,17361.64,38.2,32.2,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.37,0.3194,17361.64,38.2,32.2,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.3,0.3184,17361.64,53.1,32.1,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.3,0.3184,17361.64,53.1,32.1,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.3,0.3184,17361.64,53.1,32.1,2010,Mandera
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.26,0.3177,17361.64,48.3,32.0,2010,Garissa
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.26,0.3177,17361.64,48.3,32.0,2010,Wajir
2010-01-01,1,North Eastern,Maize,KG,actual,Retail,KES,17.26,0.3177,17361.64,48.3,32.0,2010,Mandera
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.78,0.9029,24251.88,120.1,24.3,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.78,0.9029,24251.88,120.1,24.3,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.78,0.9029,24251.88,120.1,24.3,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.78,0.9029,24251.88,120.1,24.3,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.78,0.9029,24251.88,120.1,24.3,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.78,0.9029,24251.88,120.1,24.3,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.34,0.8784,24251.88,110.5,24.0,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.34,0.8784,24251.88,110.5,24.0,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.34,0.8784,24251.88,110.5,24.0,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.34,0.8784,24251.88,110.5,24.0,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.34,0.8784,24251.88,110.5,24.0,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.34,0.8784,24251.88,110.5,24.0,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.69,0.8975,24251.88,130.3,24.1,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.69,0.8975,24251.88,130.3,24.1,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.69,0.8975,24251.88,130.3,24.1,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.69,0.8975,24251.88,130.3,24.1,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.69,0.8975,24251.88,130.3,24.1,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.69,0.8975,24251.88,130.3,24.1,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.62,0.8936,27716.43,150.2,23.9,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.62,0.8936,27716.43,150.2,23.9,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.62,0.8936,27716.43,150.2,23.9,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.62,0.8936,27716.43,150.2,23.9,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.62,0.8936,27716.43,150.2,23.9,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.62,0.8936,27716.43,150.2,23.9,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.51,0.8875,31180.99,180.4,23.7,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.51,0.8875,31180.99,180.4,23.7,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.51,0.8875,31180.99,180.4,23.7,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.51,0.8875,31180.99,180.4,23.7,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.51,0.8875,31180.99,180.4,23.7,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.51,0.8875,31180.99,180.4,23.7,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.57,0.8909,27716.43,160.1,23.6,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.57,0.8909,27716.43,160.1,23.6,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.57,0.8909,27716.43,160.1,23.6,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.57,0.8909,27716.43,160.1,23.6,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.57,0.8909,27716.43,160.1,23.6,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.57,0.8909,27716.43,160.1,23.6,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.74,0.8995,27716.43,140.8,23.5,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.74,0.8995,27716.43,140.8,23.5,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.74,0.8995,27716.43,140.8,23.5,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.74,0.8995,27716.43,140.8,23.5,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.74,0.8995,27716.43,140.8,23.5,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.74,0.8995,27716.43,140.8,23.5,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.43,0.8831,24251.88,120.3,23.4,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.43,0.8831,24251.88,120.3,23.4,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.43,0.8831,24251.88,120.3,23.4,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.43,0.8831,24251.88,120.3,23.4,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.43,0.8831,24251.88,120.3,23.4,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.43,0.8831,24251.88,120.3,23.4,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.72,0.8984,31180.99,150.5,23.2,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.72,0.8984,31180.99,150.5,23.2,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.72,0.8984,31180.99,150.5,23.2,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.72,0.8984,31180.99,150.5,23.2,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.72,0.8984,31180.99,150.5,23.2,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.72,0.8984,31180.99,150.5,23.2,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.79,0.9036,34645.54,170.3,23.1,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.79,0.9036,34645.54,170.3,23.1,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.79,0.9036,34645.54,170.3,23.1,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.79,0.9036,34645.54,170.3,23.1,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.79,0.9036,34645.54,170.3,23.1,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.79,0.9036,34645.54,170.3,23.1,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.59,0.892,34645.54,190.2,22.9,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.59,0.892,34645.54,190.2,22.9,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.59,0.892,34645.54,190.2,22.9,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.59,0.892,34645.54,190.2,22.9,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.59,0.892,34645.54,190.2,22.9,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.59,0.892,34645.54,190.2,22.9,2010,Nyamira
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.56,0.8891,34645.54,130.3,23.0,2010,Siaya
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.56,0.8891,34645.54,130.3,23.0,2010,Kisumu
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.56,0.8891,34645.54,130.3,23.0,2010,Homa Bay
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.56,0.8891,34645.54,130.3,23.0,2010,Migori
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.56,0.8891,34645.54,130.3,23.0,2010,Kisii
2010-01-01,1,Nyanza,Maize,KG,actual,Retail,KES,16.56,0.8891,34645.54,130.3,23.0,2010,Nyamira
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Turkana
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,West Pokot
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Samburu
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Trans-Nzoia
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Uasin Gishu
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Elgeyo-Marakwet
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Nandi
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Baringo
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Laikipia
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Nakuru
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Narok
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Kajiado
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Kericho
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,101829.63,90.2,19.5,2010,Bomet
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Turkana
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,West Pokot
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Samburu
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Trans-Nzoia
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Uasin Gishu
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Elgeyo-Marakwet
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Nandi
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Baringo
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Laikipia
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Nakuru
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Narok
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Kajiado
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Kericho
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,101829.63,75.3,19.6,2010,Bomet
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Turkana
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,West Pokot
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Samburu
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Trans-Nzoia
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Uasin Gishu
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Elgeyo-Marakwet
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Nandi
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Baringo
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Laikipia
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Nakuru
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Narok
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Kajiado
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Kericho
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,101829.63,100.5,19.7,2010,Bomet
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Turkana
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,West Pokot
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Samburu
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Trans-Nzoia
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Uasin Gishu
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Elgeyo-Marakwet
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Nandi
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Baringo
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Laikipia
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Nakuru
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Narok
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Kajiado
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Kericho
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,116376.72,140.2,19.3,2010,Bomet
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.92,0.4087,130923.81,180.3,19.1,2010,Turkana
2010-01-01,1,Rift Valley,Maize,KG,actual,Retail,KES,25.92,0.4087,130923.81,180.3,19.1,2010,West Pokot
